participantId,visual,trialCount,truePercentage,userAnswer,error
suya7c8d,horizontal_bar,32,99,95,2.0443941193584534
suya7c8d,pie,33,31,33,1.0874628412503393
suya7c8d,pie,34,74,90,4.011227255423254
suya7c8d,pie,35,12,12,0
suya7c8d,vertical_bar,36,7,10,1.6438561897747248
suya7c8d,vertical_bar,37,91,90,0.16992500144231237
suya7c8d,pie,38,25,15,3.3398500028846247
suya7c8d,pie,39,11,10,0.16992500144231237
suya7c8d,pie,40,19,20,0.16992500144231237
suya7c8d,vertical_bar,41,52,50,1.0874628412503393
suya7c8d,horizontal_bar,42,91,90,0.16992500144231237
suya7c8d,pie,43,63,80,4.098032082960526
suya7c8d,horizontal_bar,44,46,45,0.16992500144231237
suya7c8d,horizontal_bar,45,46,45,0.16992500144231237
suya7c8d,horizontal_bar,46,88,85,1.6438561897747248
suya7c8d,pie,47,60,55,2.357552004618084
suya7c8d,pie,48,8,7,0.16992500144231237
suya7c8d,vertical_bar,49,86,85,0.16992500144231237
suya7c8d,vertical_bar,50,55,55,0
suya7c8d,horizontal_bar,51,24,25,0.16992500144231237
suya7c8d,horizontal_bar,52,92,90,1.0874628412503393
suya7c8d,horizontal_bar,53,57,65,3.0223678130284544
suya7c8d,horizontal_bar,54,20,23,1.6438561897747248
suya7c8d,horizontal_bar,55,98,97,0.16992500144231237
suya7c8d,vertical_bar,56,91,95,2.0443941193584534
suya7c8d,vertical_bar,57,63,55,3.0223678130284544
suya7c8d,horizontal_bar,58,63,66,1.6438561897747248
suya7c8d,horizontal_bar,59,65,72,2.8328900141647417
suya7c8d,vertical_bar,60,26,35,3.189824558880017
iptq80iv,vertical_bar,1,5,5,0
iptq80iv,vertical_bar,2,18,20,1.0874628412503393
iptq80iv,horizontal_bar,3,40,40,0
iptq80iv,vertical_bar,4,44,50,2.6147098441152083
iptq80iv,vertical_bar,5,28,35,2.8328900141647417
iptq80iv,horizontal_bar,6,10,10,0
iptq80iv,horizontal_bar,7,48,50,1.0874628412503393
iptq80iv,horizontal_bar,8,50,50,0
iptq80iv,pie,9,76,85,3.189824558880017
iptq80iv,vertical_bar,10,60,55,2.357552004618084
iptq80iv,pie,11,58,55,1.6438561897747248
iptq80iv,vertical_bar,12,94,95,0.16992500144231237
iptq80iv,vertical_bar,13,34,33,0.16992500144231237
iptq80iv,horizontal_bar,14,47,50,1.6438561897747248
iptq80iv,horizontal_bar,15,18,20,1.0874628412503393
iptq80iv,vertical_bar,16,19,20,0.16992500144231237
iptq80iv,pie,17,35,33,1.0874628412503393
iptq80iv,horizontal_bar,18,37,40,1.6438561897747248
iptq80iv,horizontal_bar,19,18,20,1.0874628412503393
iptq80iv,pie,20,96,100,2.0443941193584534
iptq80iv,horizontal_bar,21,65,75,3.3398500028846247
iptq80iv,vertical_bar,22,95,95,0
iptq80iv,pie,23,55,60,2.357552004618084
iptq80iv,vertical_bar,24,46,45,0.16992500144231237
iptq80iv,vertical_bar,25,77,75,1.0874628412503393
iptq80iv,horizontal_bar,26,72,80,3.0223678130284544
iptq80iv,horizontal_bar,27,50,50,0
iptq80iv,vertical_bar,28,23,25,1.0874628412503393
iptq80iv,horizontal_bar,29,55,55,0
iptq80iv,vertical_bar,30,87,90,1.6438561897747248
iptq80iv,vertical_bar,31,58,66,3.0223678130284544
iptq80iv,pie,32,21,20,0.16992500144231237
iptq80iv,horizontal_bar,33,76,75,0.16992500144231237
iptq80iv,horizontal_bar,34,72,66,2.6147098441152083
iptq80iv,pie,35,70,66,2.0443941193584534
iptq80iv,horizontal_bar,36,10,15,2.357552004618084
iptq80iv,pie,37,67,65,1.0874628412503393
iptq80iv,vertical_bar,38,46,50,2.0443941193584534
iptq80iv,vertical_bar,39,76,70,2.6147098441152083
iptq80iv,vertical_bar,40,3,5,1.0874628412503393
iptq80iv,horizontal_bar,41,95,90,2.357552004618084
iptq80iv,horizontal_bar,42,77,75,1.0874628412503393
iptq80iv,pie,43,21,15,2.6147098441152083
iptq80iv,pie,44,48,55,2.8328900141647417
iptq80iv,pie,45,57,60,1.6438561897747248
iptq80iv,vertical_bar,46,7,15,3.0223678130284544
iptq80iv,pie,47,38,33,2.357552004618084
iptq80iv,vertical_bar,48,21,25,2.0443941193584534
iptq80iv,horizontal_bar,49,96,90,2.6147098441152083
iptq80iv,vertical_bar,50,31,40,3.189824558880017
iptq80iv,pie,51,88,100,3.599912842187128
iptq80iv,horizontal_bar,52,89,80,3.189824558880017
iptq80iv,pie,53,34,33,0.16992500144231237
iptq80iv,horizontal_bar,54,24,25,0.16992500144231237
iptq80iv,pie,55,40,45,2.357552004618084
iptq80iv,pie,56,60,55,2.357552004618084
iptq80iv,pie,57,81,65,4.011227255423254
iptq80iv,pie,58,42,40,1.0874628412503393
iptq80iv,pie,59,79,60,4.257387842692652
iptq80iv,pie,60,18,20,1.0874628412503393
292jx0ix,pie,1,16,15,0.16992500144231237
292jx0ix,horizontal_bar,2,49,50,0.16992500144231237
292jx0ix,vertical_bar,3,67,66,0.16992500144231237
292jx0ix,vertical_bar,4,63,55,3.0223678130284544
292jx0ix,horizontal_bar,5,14,15,0.16992500144231237
292jx0ix,horizontal_bar,6,5,65,5.909893083770042
292jx0ix,pie,7,19,20,0.16992500144231237
292jx0ix,vertical_bar,8,59,50,3.189824558880017
292jx0ix,vertical_bar,9,78,75,1.6438561897747248
292jx0ix,vertical_bar,10,24,25,0.16992500144231237
292jx0ix,horizontal_bar,11,10,15,2.357552004618084
292jx0ix,horizontal_bar,12,14,15,0.16992500144231237
292jx0ix,pie,13,65,70,2.357552004618084
292jx0ix,pie,14,77,85,3.0223678130284544
292jx0ix,pie,15,35,33,1.0874628412503393
292jx0ix,pie,16,71,85,3.820178962415188
292jx0ix,vertical_bar,17,90,90,0
292jx0ix,horizontal_bar,18,8,10,1.0874628412503393
292jx0ix,horizontal_bar,19,66,60,2.6147098441152083
292jx0ix,pie,20,60,60,0
292jx0ix,horizontal_bar,21,25,30,2.357552004618084
292jx0ix,pie,22,28,30,1.0874628412503393
